Item,Count
Appointment scheduled prior to this hospitalization:,1
Previous scheduled appointments:,1
CT obtained:,1
Toxicology screening:,1
regimen were:,1
following changes to your medication regimen:,1
End of Life course:,1
Lumbar Spine MRI:,1
is discussed in systems:,1
Previously scheduled appts:,1
Summary of alcohol septal ablation:,1
CURRENT ANATOMY:,1
standard sliding scale units Subcutaneous three times a day:,1
Pertinent labs during hospital course:,2
Prior endoscopies:,1
The following chages to your medications were made:,1
CTA CAP:,1
EGD findings:,1
Several of your medications have been changed:,1
uatiNeurologic examination:,1
BAL Fluid:,1
Trended Labs:,1
Cerebellar testing:,1
Urine on Admission:,1
ED where she was found to be tachycardic and hypoxic:,1
Call your doctor or return to the ED for any of the following:,1
MEDICATIONS ON ADMISSION TO MEDICAL INTENSIVE CARE UNIT:,1
additional medications were prescribed:,1
Follow up with the dermatologist for your hair loss:,1
Please keep the following appointments as well:,1
Throid Studies:,1
GENERAL MEDICINE FLOOR:,1
Bilateral lower extremity ultrasound:,1
Orthostatics in ED:,1
Studies Pendig on Discharge:,1
ADDITIONS:,1
PLEASE NOTE THE FOLLOWING MEDICATION CHANGE:,1
Other ACTIVE ISSUES:,1
Chronic ISSUES:,1
NEW FINDINGS SINCE ADMISSION:,1
ncisions:,1
Previous Imaging:,1
B lines and he was treated with:,1
The following changes to medications have been made:,1
Chest CT :,1
hospital course by system as follows:,1
Lactate Levels:,2
and imaging showing the following injuries:,1
difficile colitis:,1
NEUROSURGERY COURSE:,1
PHYSICAL EXAMINATION UPON DISCHARGE:,1
Medication changes during this hospitalization:,1
Medications TRANSFER:,2
US left groin:,1
PE similar as above except for:,1
Intensive care Unit Course:,1
the following injuries were identified:,1
His course in the ICU is summarized below by system:,1
His floor course after transfer out of the ICU as follows:,1
Pericardial fluid cytology:,2
CARDIOLOGY FLOOR COURSE:,1
OPAT Antimicrobial Regimen and Projected Duration:,2
RECOMMENDED LABORATORY MONITORING:,2
changes were made in your medication regimen:,1
MEDICATIONS AT OSH:,1
described:,1
Limited ECHO to evaluate LV function:,1
Wemade the following changes to your medicines:,1
Day of surgery labs:,1
Events Since Admission:,1
START THE FOLLOWING MEDS:,1
DISCONTINUE THE FOLLOWING MEDS:,1
ACUTE PROBLEMS:,2
doctor and a GI specialist:,1
Please note the following changes to your medicaiton regimen:,1
Plan for active issues:,1
home with the following changes:,1
indicated by system:,1
Physical Examination on Admission:,1
Ventilator:,1
Please note that the following medication has changed:,2
Tension sutures:,1
JP:,1
Knee Plain Films:,1
Meds on Transfer to the floor:,1
baseline:,1
The following changes have been made to your medicine regimen:,1
For your information you also have the following appointments:,1
His surgical history is significant:,1
Medical Decision Making:,1
TREATMENTS AND FREQUENCY:,2
sugars:,1
In our ED:,1
SPutum:,1
Antibiotic Courses:,1
please follow up as below:,1
Coronary Cath:,1
Recommend continuing recs at LTAC:,1
acidosis and his brief hospital course is described below:,1
MRI OF THE HEAD:,2
with your oncologist:,1
PATHOLOGY REPORT:,2
Phone number:,1
Please keep the following scheduled appointment:,1
pulse:,1
ACTIVE DIAGNOES:,1
list of agencies you can contact:,1
changed as follows:,1
OTHER ADMISSION LABS:,1
Medication instructions:,1
Begin taking the following new medications :,1
HCt trend:,1
This image should be obtained before your hip appointment:,2
managed:,2
arteriovenous dialysis fistula:,1
Arterial occlusion Upper Extremity:,1
Medications on Tx:,1
Patient needs Weekly:,1
Transitional care issues:,4
You will take the following medications:,1
 EKG:,1
Pertinent Radiographic Studies:,1
Please note the following medications changes:,1
at the following address:,1
VACCINES:,1
remained uncomplicated as follows:,1
PARACENTESIS FLUID:,1
RECENT PATHOLOGIES:,1
You other following appointments are:,1
MEDICATIONS ON TRANSFER TO INTENSIVE CARE UNIT:,1
Significant medical events include:,1
CT abdomen upon admission read the following:,1
during your upcoming dialysis appointment:,1
TISSUE Cx:,1
Hospital course was remarkable for the following:,1
INPATIENT:,1
Neurologically:,1
PHYSICAL EXAMINATION ON TRANSFER BACK TO FLOOR:,1
KNEE:,1
Labs prior to transfer to MICU:,1
Hemopneumothorax:,1
DMII:,1
course by systems are as follows:,1
Pre valve implant:,1
Post valve implant:,1
RUQ ultrasound FINAL IMPRESSION:,1
transfusion reaction workup:,1
Final Report IMPRESSION:,1
NOTABLE LABS:,1
taken to the angio suite where she had:,1
BONE MARROW:,1
Touch Imprints:,1
TSICU COURSE:,1
FOLLOWUP PLAN:,1
HEART FAILURE INSTRUCTIONS:,1
Angiogram with Embolization Medications:,1
OTHER REPORTS:,1
EOMs:,1
PRIOR OTHER DIAGNOSTICS:,1
L LE US:,1
SUMMARY OF ACTIVE INPATIENT ISSUES:,1
Injuries at time of admission:,1
Blood Chemistry:,3
Left neck mass Fluid SWAB:,1
The patient received NAC according to the following protocol:,1
Tylenol levels:,2
TRANSITION OF CARE ISSUE:,1
PHYSICAL EXAM ON PRONOUNCIATION OF DEATH:,1
DAY OF SURGERY LABS:,1
Her post operative course is summarized as follows:,1
Per pt report:,1
SUMMARY OF THE PRELIMINARY DATA FROM THE EXERCISE LAB:,1
His post cath medical regimen was as follows:,1
TRANSFER TO MEDICINE:,1
PERTINENT LABS DURING ADMISSION:,1
Bile:,1
Please follow with your oncologist:,1
Pertint Micro Results:,1
Changes to your medication regimen:,1
prior to transfer to Neurology Service:,1
IMMAGING:,2
Physical Exam on Admission to the General Medicine Floor:,1
Blood on Discharge:,1
Electrolytes on Admission:,1
Electrolytes on Discharge:,1
Heart through hospital course:,1
Exam unchanged:,1
Pertinent Studies during hospital course:,1
Exam on Admission:,1
Appearance:,1
Evidence of Chronic or Systemic Illness:,2
Eye Response:,1
Motor Response:,1
Verbal Response:,1
Optic Fundi:,2
Pupillary Responses:,2
Spontaneous Eye Movements:,2
Corneal Responses:,2
Remaining Cranial:,2
Skeletal Muscle Tone:,2
Motor Responses:,2
Myotatic Reflexes:,2
Cutaneous Reflexes:,2
Sensory Responses:,2
INDUCTION:,1
Cytology from BAL:,1
You will need to complete a course of antibiotics as follows:,1
See progress note below for details according to each problem:,1
When you get home:,1
When to Call Your Doctor:,1
the appointment is listed below:,1
Portable abdomen:,1
Please see below for changes in your home medication regimen:,1
His antibiotic course included:,1
following instrucitons:,1
Angiography and PTA COMMENTS:,1
Physial Exam on Discharge:,1
Cerebral Angiography:,1
Discharge ABG:,1
His floor course as followed:,1
Events by day in the ICU were:,1
Trauma SICU Course:,1
behavioral issues:,1
TRANSITIONAL ISSUES for PCP:,1
HEMATOLOGIC LABS:,1
Please seek emergent help for:,1
ECHOCARDIOGRAM WITH BUBBLE STUDY:,1
To whom it may concern:,1
Your other upcoming appointments include:,1
Other Pertinent Results:,1
can call the following number to schedule this appointment:,1
Pleas note the following changes to your medications:,1
Patient eloped:,1
weeks for further medical management:,1
Remainder of recent history per MICU note as copied below:,1
Please keep other follow up appointments as below:,1
CARIDAC ENZYMES:,1
UROLOGY COURSE:,1
TACRO:,1
VOLUME STATUS:,1
GENERAL CARE:,1
the below instructions regarding your heart:,1
medications on Transfer to ICU:,1
MEDICATIONS ON ADMISSION TO CORONARY CARE UNIT:,1
following complications throughout her MICU and hospital stay:,1
Continued issues for this patient include:,1
Physical Exam on Transfer to Medicine Floor:,1
Physical Exam Upon Discharge:,1
Operative course:,1
The following are your recommendations from Neurosurgery:,1
You will need to continue antibiotics at home:,1
ADMISSION TO MICU:,1
Pertinent labs during course:,1
from your vascular surgeons:,1
Please also see the vascular surgeons in follow up:,1
Meedication changes:,1
Renin:,1
of her hospital course:,1
DISHCARGE:,1
Oral care:,1
The following medication changes were therefore recommended:,1
Tumor Site:,1
ICU were managed as follows:,1
Toes:,2
The following changes were made to your home medication list:,2
The following is a summary of her course by problem:,1
CHRONIC PROBLEMS BY ISSUE:,3
STOP TAKING THE FOLLOWING MEDICATIONS:,1
know:,1
remainder of her hospital course:,1
We made a few changes to your medications:,1
discharge so they can assess your progress:,1
Further steps in patient care management:,1
from this hospitalization:,1
HD line site ultrasound:,1
below by organ system:,1
Right humerus avulsion:,1
Changes to medications while hospitalized:,1
Her other issues are as follows:,1
secondary to chronic uremic pleurisy:,1
care physician if you develop any of the following:,1
Medications on Tranfer:,1
Secondary diagnoese:,1
In regards to your Surgical incision on your head:,1
Please call to make an appt with:,1
the floor was as follows:,1
other pertient labs:,1
office for advice or go to the emergency room if severe:,1
OTHER MEDICAL HX:,1
see operative report for surgical details in summary he had:,1
brushing:,1
OTHER STABLE ISSUES:,1
Discharge exam notable for:,1
Please call your PCP to schedule an appointment Provider:,1
UNDERLYING DIAGNOSES:,1
Your medication changes are as follows:,1
Special instructions for rehab:,1
Respiratory viral panel:,1
Labs on Discarge:,1
STOPPED MEDS:,1
home with the followint instructions:,1
You also have the following appt:,1
the following instrucions:,1
Left upper chest:,1
The patient was received intubated in the CCU vitals were T:,1
Laboratory testing:,1
ON ADMISSION TO CCU:,1
Seizure Semiology:,1
Discharge exam by attending:,1
   SPUTUM GRAM STAIN:,1
ISSUES NEEDING FOLLOWUP:,1
bacterial peritonitis:,1
 Please follow these discharge instructions:,1
Regarding your aortic dissection:,1
PLASTIC AND RECONSTRUCTIVE SURGERY:,1
Vital signs upon admission:,1
Med changes:,2
Videoswallow:,1
ON DISCHARGE FROM ICU:,1
ON DISCHARGE FROM OMED:,1
COAGS TREND:,1
CHEM TREND:,1
VENOUS LACTATE:,1
DETAILS OF THE PROCEDURE:,1
At MICU:,1
Markedly fragmented biopsy demonstrating:,2
Intervention:,1
Labs upon transfer out of the MICU:,1
Weekly Laboratory Work:,1
Chronic Conditions:,1
Laboratory monitoring required:,1
Recent surgical history:,1
PORTABLE UPRIGHT CHEST:,1
Your other upcoming appointments are listed here:,1
R Lower Ext Duplex:,1
Please review the following changes to your medications:,1
Please keep the following appointment:,2
Unchanged except:,1
Please note the following appointment:,1
TRANSITIONE OF CARE ISSUES:,1
Dsicharge:,1
Repeat para:,1
Breast Ca history:,1
Multiple facial fractures:,1
Toxicology and nephrology were consulted for recomendations re:,1
Their recommendations included the following:,1
ReportCONCLUSION:,1
in her care and is her Health Care Proxy:,1
DISCHARGE PHYISICAL EXAM:,1
PERICARDIAL FULID:,1
wounds heal:,1
Nephrology consult was obtained:,1
Cardiology consult was obtained:,1
Urology Consult obtained:,1
GI consult was obtained:,1
Operations:,1
Right upper quadrant ostomy appliance:,1
Additional considerations regarding her hypoxia were as follows:,1
Transfer to Medicine Exam:,1
Exam on Transfer from ICU:,1
   rechecked:,1
Additional Imaging:,2
MR OF THE HEAD WITHOUT CONTRAST:,1
Hospital Course in ICU:,1
Upon transfer to the Hepatology team:,1
Physical exam at neurology unit admission:,1
Labs from Discharge:,1
We did the following changes in your medication list:,1
Physical:,1
We added three medications:,1
Your appointment for endoscopy is as follows:,1
Daily weights:,1
Neurology physical exam:,1
Interpretive Criteria:,2
Below is systems review of his hospital course:,1
Endotracheal aspirate:,1
Inflammatory:,1
Studies Pending on Discharge:,1
Patient should have in the outpatient setting:,1
Note the following changes to your medication list:,1
First HD appointment:,1
Post Cardiac Surgery Course:,1
have scheduled the following appointment for you:,1
Onc PMhx:,1
your Surgeon:,1
Medications on transfer to medicine floors:,1
Sodium trend:,1
AP chest reviewed in the absence of prior chest imaging:,1
ADMISSION EKG:,2
ADMISSION ECHO:,1
CORONARY CATH:,1
Post Op CT:,1
who performed the following:,1
PROBLEM:,1
MICRO and OTHER STUDIES:,1
Labs at transfer from MICU to Floor:,1
Medications on transfer from ICU to oncology:,1
Cardiac enzs:,1
On arrival to the ED on OSH his labs were as followed:,1
RIGHT UPPER QUADRANT US:,1
Please keep the following appointment with your kidney doctor:,1
LEFT FOOT FILM:,1
CAROTID DOPPLER:,1
Prescribed Medications In Past:,1
Labs prior to Discharge:,1
The following medications have been held:,1
the compression fracture:,1
following appointments:,2
  CONCLUSION:,1
regimen on discharge as below:,1
discharge as below:,1
Send results to:,2
administration history:,1
described by problems below:,1
You have a sheduled follow up appointment with surgery as below:,1
Please have the following labs drawn:,1
en echo done which showed:,1
Periotoneal fluid:,1
by issues as follows:,1
during his hospital stay:,1
FOLLOW UP ISSUES OF CARE:,1
JOINT FLUID LEFT HIP JOINT:,1
to follow up with the accepting physician:,1
PERTINENT LAB TRENDS:,1
Differential diagnosis includes:,1
You have a follow up appointment with a neurologist:,1
ORTHOPEDIC recommendations:,1
ADMISSION NEUROLOGY PHYSICAL EXAM:,1
Pending viral studies:,1
ICU and Hospital Course by System:,1
Biopsy:,1
INCIDENTAL RADIOGRAPHIC FINDING:,1
reconcile:,1
Lower Extremity venous US:,1
Peripheral Catheterization:,1
changes were made:,2
Exam on ICU admission:,1
Please follow up with Neurosurgery about your epidural abscess:,1
Meds on tranfer from MICU:,1
REMAINING HOSPITAL COURSE:,1
MEds at transfer:,1
Radiofrequency ablation:,1
BRAIN MRI IMPRESSION:,1
requiring ICU admission:,1
Past GI History:,1
Urinalyis:,1
MEDICATIONS FROM OLD DISCHARGE SUMMARY:,1
EXAM ON ADMISSION:,1
hypertensive and hypoxic with ABG showing respiratory acidosis:,1
You have the following appointments with ophthamology:,1
the progression of events were as follows:,1
CARDIAC ENZYME TRENDS:,1
Your new medications are listed below:,1
The following CHANGES have been made to your medications:,1
The following medications were DISCONTINUED this admission:,1
Follow Up issues:,1
MEDICATIONS AFTER ADMISSION:,1
Pathology of biopsy:,1
Antibiotics to be administered through your PICC line:,1
Current Condition By Problem:,1
Report FINDINGS:,1
lower extremity angiogram which showed:,1
Electroencephalogram:,1
While in the TICU major events included:,1
who felt Inactive Issues:,1
Office:,1
Most recent vital signs:,1
RUE ultrasound:,1
Please call your nephrologist to make a followup appointment:,1
Exploratory laparotomy :,1
Pancreatitis Trend:,1
Hepatitis Trend:,1
Hereditary Liver Disease Labs:,1
Lab on transfer:,1
should STOP the following home medications:,1
The following home medications had their doses changed:,1
On transfer from ICU to floor:,1
Right upper extremity ultrasound:,1
report for details in summary he had:,1
Medications outside hospital at transfer:,1
Physical Exam on day prior to Discharge:,1
Exam on Day of discharge:,1
Physicans:,1
It is normal to have swelling of the legs:,1
We recommend that you stop the following medications:,1
MEDICATIONS AT DISCHARGE FROM OUTSIDE HOSPITAL:,1
PROCEDURES AT TIME OF ADMISSION:,1
following goals:,1
Abdominal aortogram:,1
AA angiogram and cath:,1
Exam on Floor:,1
Significant medical events during his hospitalization include:,1
with immature forms such as myelocytes and metamyelocytes:,1
CT head IMPRESSION:,1
During hospitalization:,1
OUTSIDE HOME MEDICATIONS:,1
HOSPITALIZATION COURSE:,1
UOsms:,1
Read:,1
provider within two weeks of discharge from rehab:,1
the emergency room or see your PCP:,1
attend them as directed:,1
physician or go to the emergency room:,1
following medications have been changed:,1
your physician or go to the emergency room:,1
CTA abdomen:,1
Major issues of this patient are as follows:,1
BLOOD PRESSURE:,1
performed that showed the following:,1
rule out MI:,1
Allergy Doctor:,1
Hematology Doctor:,1
His remaining hospital course by system is as follows:,1
Transional Issues:,1
Inactive Issue:,1
the following with explanations:,1
Detailed hematologic history:,1
Pt must obtain weekly:,1
Infectious disease Instructions:,1
Ct cervical spine:,1
cT ORBITS:,1
Trauma CT findings:,1
head CTA:,1
You are being discharged home with the following instructions:,1
Vitals at time of discharge:,1
The following are your discharge instructions:,1
The following appointment was made for you:,1
TRANISTIONAL ISSUES:,1
Subsequent hospital course by system:,1
Cardiac Cathterization:,1
Course of events while in the intensive care unit:,1
 General instructions:,1
BRIEF ICU COURSE:,2
Neurologic examination on discharge:,1
Debe EMPEZAR tomando:,1
Debe SEGUIR tomando:,1
Debe DEJAR DE TOMAR:,1
injuries include:,1
systems below:,1
CTA head and Neck:,2
you the following appointment:,1
injuries included:,1
MODIFIABLE STROKE RISK FACTOR LABS:,3
The remainder of his ICU course by systems:,1
vehicle crash with the following injuries:,1
Please TAPER your steroids as follows:,1
Focused Study for Chest Closure and Ongoing Pressor Requirement:,1
INTERVENTION:,1
Follow up needed for:,1
for an appointment with your primary care doctor:,1
Hep C genotype:,1
LIVER OR GALLBLADDER US IMPRESSION:,1
ROS per hpi plus:,1
Continued medications:,1
etiologies likely contributed to hypoxia as well:,1
investigated during her admission:,1
Trauma ICU:,1
  Pacing impedance:,1
Basic Metabolic Profiles:,1
the following location:,1
HEPATOBILIARY IMAGING:,1
ABDOMINAL IMAGING:,1
HEAD IMAGING:,1
BONE MARROW STUDIES:,1
ICU Issues:,1
PREOPERATIVE COURSE:,1
PERICARDIAL FLUID STUDIES:,1
ABG in ED:,1
her issues as dealt with by the floor team:,1
On floor:,1
initial lytes:,1
Review of systems is also notable for the following:,1
You should also:,1
His hospital course is outlined below by organ system:,1
Urine Analysis on Admission:,1
Ascites Fluid on Admission:,1
Initial VS in ED:,1
Initial VS in MICU:,2
Please call to make appointments with the following doctors:,1
Onc history:,2
Peripheral smear:,1
Medications HOME:,2
Neurological Exam at Discharge:,2
Please note the following changes with your medications:,1
Pertinent microbiology:,1
Relevent MICU Labs:,1
pelvis XRAY AP:,1
CXR AP:,1
Emergency Department:,1
Liver Failure:,1
Her hospital course is as follows per body system:,1
MEdications started:,1
At transfer from NeuroICU to stroke floor:,1
Neurological Exam Prior to Discharge:,2
STROKE RISK FACTORS:,3
LEFT COMMON CAROTID ARTERY:,1
RIGHT COMMON CAROTID ARTERY FINDINGS:,1
LEFT COMMON CAROTID ARTERY FINDINGS:,1
MRA Brain without contrast:,1
Ankle Xray:,1
AT DISPO:,1
Please follow these seizure safety guidelines:,2
What to expect when leave:,1
CT chest without contrast:,1
Please take all of you medications as directed:,1
Hct Trends:,1
You have the following other appointments:,1
Physical exam on transfer from MICU:,1
You also have the following appointment scheduled:,1
General Brief Hospital Course:,1
at rehab with the following instructions:,1
The following changes have been made to your medication record:,1
         UCx:,1
CTA OF PELVIS:,1
Physical Exam at time patient expired:,1
Ascites Studies:,1
The following changes to your medication have been made:,1
discharge instructions:,1
Here are some instructions from the Neurosurgery team:,1
Transtional Issues:,1
Hematocrit and hemoglobin trend as follows:,1
assessment and plan at that time:,1
Neurologic Exam on Discharge:,2
We made the following changes to her medications:,1
TRANSITIONAL CARE RESULTS:,1
Vascular surgery admission note:,1
Discharge physical examination:,2
whose information is below:,1
Results pending:,1
Preliminary cath report:,1
note the following medication changes:,1
Neuro Exam at Time of Discharge:,2
PAST MEDICAL HISTORY per OMR:,1
Further recs:,1
We made the following adjustments to your medications:,1
Description:,1
Previous operations:,2
EXAM AT TIME OF DEATH:,1
Physical Exam on Transfer to floor:,2
Exam discharge:,1
of these symptoms:,1
BREAST ULTRASOUND:,1
Physical examination upon discahrge:,1
Specialists focusing in your type of malignancy are:,1
ORTHOPEDIC SURGERY INSTRUCTIONS:,1
ACTIVE ISSUES and HOSPITAL COURSE:,1
Upon transfer to the medical service:,1
Medications on TRANSFER:,3
Procedure Report:,1
SELECTED IMAGING STUDIES:,1
Relevant Micro:,1
Relevant Radiology:,1
Per recent outpatient medication lists:,1
Pertinant discharge:,1
TRANSITIONAL ISSUSE:,1
Active:,1
Medications DISCONTINUED:,1
respiratory failure was thought to be due to numerous causes:,1
Warning signs:,1
Hypercoagulability Studies:,1
Rheum Studies:,1
 Immunophenotypic findings consistent with involvement by:,1
FULL CODE:,1
Prlim read:,1
Prelim read:,1
outpatient neurologist:,1
Postbyass:,1
Multiple myeloma labs:,1
BRIEF HOSPITAL COURSE BY SYSTEMS:,1
Primary Etiology:,1
Relevant Intermediate Labs:,1
MICU physical exam on admission:,1
Medicine floor physical exam on acceptance to floor:,1
Pleural Analysis:,1
Active conditions:,1
Please keep your other previously scheduled appointments:,1
Please follow up with these previously scheduled appointmentsP:,1
seconary:,1
Anterior chest wall mass with wedge of left upper lobe of lung:,1
discharge diagnoses:,1
have been added to your regimen:,1
Her contact information is below:,1
Prior:,1
XRAY pelvis:,1
sustained the following injuries:,1
Medications ADDED:,1
likely of multifactorial etiology:,1
which revealed:,1
LAbs on admission:,1
WHAT TO EXPECT AT HOME:,1
Pending Labs at discharge:,1
Please note that you should STOP taking:,1
multiple procedures including:,1
IMPORTANT INSTRUCTIONS:,1
READ IMPression:,1
AM Radiology Read:,1
Pertinent labs at time of discharge:,1
Risk Factors:,1
You also have appointments with:,1
Micro from last admit:,1
Resp status:,1
evaluated:,1
your new medications are:,1
Her further course is outlined below by organ system:,1
PORT:,1
there with the following instructions:,1
Hepatitis Serologies:,1
Inflammatory Markers:,1
LUNGS AND AIRWAYS:,1
MEDIASTINUM:,1
Important trends:,1
Labs Pending at discharge:,1
Notable for:,1
contact information is below:,1
Labs on day patient expired:,1
orthopedic injuries:,1
Hip Xray:,1
Hip Xray post ORIF:,1
CT Chest IMPRESSION:,1
Preoperative:,1
FINAL NEGATIVE:,1
catheter changed:,1
your same blood pressure medications that you came in with:,1
LABS AT THE TIME OF EXPIRATION:,1
MR head without contrast:,1
Her outstanding issues are:,1
In terms of her individual problems:,1
INACTIVE ISSUES THIS ADMISSION:,1
 NSTEMI:,1
 Acute encephalopathy:,1
SCHEDULED APPOINTMENTS:,1
PLEURAL FLUID LABS:,1
NIH Stroke Scale:,1
History of the Present Illness:,1
following injuries were identified:,2
T spine XR:,1
Sensitivites:,1
call:,1
physician within one week of discharge:,1
you should do to help prevent future problems with your heart:,1
Please note the following new medications:,1
Please follow up at the appointments below:,1
esophageal obstruction:,1
PERTINENT MICROBIOLOGY:,1
NOTABLE LABS DURING ADMISSION:,1
was treated as noted below:,1
orbital wall fracture:,1
pubic ramus:,1
injuries include the following:,1
RIB FRACTURES:,1
 CT Head:,1
Her hospital course is summarized by systems below:,1
Some of your medications have changed:,1
your recovery with the following instructions:,2
Bilateral Lower extremity dopplers:,1
Post Operative CT of the head:,1
the following instructions:,2
On day of death:,1
You may continue with your home medications:,1
CT neck on admission:,1
the following regimen throughout her hospitalization:,1
following history:,1
CT HEAD :,1
INTERVAL:,1
Fax weekly safety labs to the below infectious disease provider:,1
Important Inpatient Labs:,1
Secodary:,1
Heart medications:,1
Holding these medications in acute setting:,1
CT ANGIOGRAM FINDINGS:,1
BRIEF SUMMARY OF HOSPITAL COURSE BY ISSUES:,1
Appointments indicated below:,1
appointment time listed below:,1
TO DO FOR REHAB:,2
fusion:,1
Children:,1
have been made to your medication regimen:,1
Brief Hospital Course per included records:,1
DISCHARGE Exam:,1
Recent Seizures:,1
ICU and Floor Coure:,1
Plan for temperature lability:,2
Plan for seizures:,1
and also arrange a referral:,1
CTA LOWER EXTREMITIES:,1
 Transitional Issues:,1
His ICU course as follows:,1
HYPERCOAGULABILITY WORKUP LABS:,1
OCCUPATIONAL THERAPY APPOINTMENTS:,1
 IR embolization for GI bleed:,1
 Gastric ulcer:,1
CT coronary:,1
CARDIAC REVIEW OF SYSTEMS:,1
OTHER REVIEW OF SYSTEMS:,1
Coronary Artery Bypass Grafts:,1
STRESS:,1
continue the following heart regimen after you are discharged:,1
closely:,1
to the intensive care unit for further care:,1
MRI brain with and without contrast:,2
our stroke clinic:,3
ophthalmology clinic regarding your left orbital fracture:,1
PCP MED LIST:,1
Specific issues:,1
EUS:,1
Pertinant labs from admission:,1
Her course is described below by system:,2
The following appointment has already been scheduled for you:,1
Unresponsive episode:,1
Please be sure to keep the following appointment:,1
When you go home:,1
These are the instuctions because of the angiogram that you had:,1
prior to be made CMO:,1
DISCHARGE Physical exam:,1
hospitalization with the following providers:,1
your recent heart attack:,1
OTHER LAB RESULTS:,1
INTERNAL HOSPITAL COURSE:,1
to complete your recovery with the following instructions:,1
In addition we have arranged a repeat MRI as below:,1
check your visual fields:,1
Abx regimen and projected duration:,2
VS in ED:,1
VS in MICU:,1
On admission to BMT:,1
Neuro Exam at transfer from ICU:,1
NOTE ON FURTHER REVIEW:,1
operative note for details in summary he had:,1
Labs were performed as below:,1
A diagnostic paracentesis was performed:,1
Please CONTINUE to take:,1
MRI Spine Non contrast:,1
PHYSICAL EXAM ON DC:,1
Secoondary Diagnoses:,1
demonstrates:,1
PLEASE CALL THE INFECTIOUS DISEASES DEPARTMENT Phone:,1
PERITONEAL SWAB:,1
RIGHT FOOT CELLULITIS:,1
CHRONIC LOWER BACK PAIN:,1
DECREASE HEMATOCRIT:,1
CONCERN FOR POSSIBLE C DIFF COLITIS:,1
ICU and hospital course as follows:,1
with medication plan as follows:,1
Medication plan:,1
further medical assistance at:,1
Neurology consult exam on admission:,1
Cardiac nuclear pharmacologic stress perfusion:,1
His ICU course as follows by systems:,1
His floor course as follows:,1
provided you with the following resources:,1
PostBypass:,2
Other labs while admitted:,1
Your discharge instructions are provided below:,1
Neurosurgery provided the following recommendations:,1
LIVER ULTRASOUND:,1
HEAD ULTRASOUND:,1
Other notable systems as follows:,1
Exam as above except for:,1
MICRO data:,1
MICU imaging:,1
NEURO EXAM AT DISCHARGE:,1
Neuro Exam Prior to Discharge:,2
Critical care:,1
Complete hospital course:,1
MEDICATIONS Per Nursing Home:,1
On general review of systems:,1
OSH report:,1
EEG Report:,1
Activities Per Vascular Service:,1
Health Maintenance:,1
PSURGH:,1
with the following instruction:,1
On admission the patient had an abdominal CT performed showing:,1
The rest of her hospital course per systems are detailed below:,1
follow these directions:,1
Information obtained from OSH records:,1
He was treated with a multitude of antibiotics:,1
Appointments and Radiology listed below:,1
Nightfloat admission note as follows:,1
Vitals in ED:,1
STROKE RISK FACTOR LABS:,1
GI Endoscopy reports:,1
Active Issues During Admission:,1
Wound Check at Cardiac Surgery Office:,1
liver function tests:,1
Please call to schedule the following appointment with:,1
Below are the changes to your medication regimen:,1
your cardiac care:,1
AT discharge:,1
Inactive Diagnoses:,1
intermedius branch:,1
Below is your new medication regimen:,1
paperwork and new prescriptions to this appointent:,1
We will change your medications as follows:,1
on Admission:,1
Clavicle:,1
Right knee:,1
Problems as addressed above:,1
Secondary DXs:,1
WBC TREND:,1
CK monitoring on Daptomycin:,1
Primary Care Appointment:,1
Please follow theese instructions as you recover:,1
use sliding scale as follows:,1
Inactive:,2
done above with the addition of the following instructions:,1
Hospital course complicated by the following problems:,1
MICU course by problem list:,1
HOME MEDICINES:,1
Her anticonvulsant regimen at the time of discharge includes:,4
  RESULT INTERPRETATION:,1
Notable OSH labs:,1
was shown to have a right dominant heart LMCA with normal LAD:,1
We CHANGED the dose of the following medications:,1
We had added the following medications:,1
OPERATIVE PATHOLOGY:,1
R Upper Extremity:,1
A detailed problem list is as follows:,1
Please call if you experience any of the following:,1
The following appointments were previously made:,1
MRSA bacteremia:,1
Flash pulmonary edema:,1
Internal Medicine Transfer Course:,1
You will discharged with the following new medications:,1
Please call to schedule appointments below:,1
during this admission revealed the following active issues:,1
Pertinent misc labs:,1
Please follow up with orthopedics as below:,1
Upon pronounciation:,1
hospital course for this admission is as follows:,1
Pulmonology appointment:,1
the social worker:,1
Labs today:,1
Course on the Cardiology Service:,1
Please note that the following medication was changed:,1
You also have the following appointments available:,1
SYSTEM:,1
This addendum will include HOSPITAL COURSE:,1
BP control:,1
Metastatic NSCLC:,1
Vertebral fractures:,1
Gluteal ulcers:,1
DVT:,1
Increased dose of:,1
Medications at Time of Transfer:,1
Card enzs:,1
From a medical standpoint:,1
of discharge he was on:,1
HD:,1
pt:,1
evaluation revealed the following injuries:,1
On Medical Floor:,1
Please call:,1
regimen once tolerating oral intake:,1
Cultures Showed:,1
Condition at discharge:,1
 Please call to schedule appointments with your:,1
Return to the ED if you have:,1
ID history:,1
Heb Reb Micro Data:,1
Significant Laboratory Values:,1
Recent ID course:,1
SUBSTANCE HX:,1
CXR FINDINGS:,1
SECONDRAY:,1
medications have been held:,1
LPs:,1
STRESS TEST:,1
Meds that will be continued:,1
Medications that are new:,1
You also have the following appointments coming up:,1
NIH Stroke Scale Score:,1
to do:,1
EMG IMPRESSION:,1
CT IMPRESSION:,1
EXAM UPON TRANSFER OUT OF ICU:,1
IR guided venogram:,1
He was discharged on the following medications:,1
