Item,Count
Vancomycin Levels:,1
Tacrolimus Levels:,1
Please attend all additional appointments:,1
PAST STUDIES:,1
future:,1
note that the following medication have been changed:,1
RLE Ultrasound:,1
for the following problems:,1
DEATH EXAM:,1
You also have the following previously scheduled appointment:,1
Physical Exam on transfer out of MICU:,1
leave:,1
preoperative chest radiograph:,1
complicated hospital course is summarized by systems below:,1
 Routine:,1
Per previous documentation:,1
Previously Neurophysiology:,1
Prelim rads read:,1
FENGI:,1
INVASIVE PROCEDURES THIS ADMISSION:,1
MICU Transfer:,1
have added two antibiotics:,1
Schedule:,1
Right pleural fluid:,1
following recs:,1
following tapered dose:,1
Your Medication changes include:,1
appear in her recent records per OMR:,1
CHRONIC OR INACTIVE ISSUES:,1
TRANSFER MEDICATIONS FROM OUTSIDE HOSPITAL:,1
ICU physical:,1
Pulmonology on:,1
PHYSICAL EXAMINATION UPON ADMISSION TO THE HOSPITAL:,1
OUTGOING MEDICATIONS:,1
Other Medicine changes:,1
regimen was:,1
PICC Care per protocol:,1
Upon transfer to the floors:,1
Further studies:,1
Instructions for procedure:,1
You have the following new medications:,1
CT exam done on admission showed:,1
Scale at BREAKFAST and at DINNER:,1
Scale at LUNCH:,1
Scale at BEDTIME:,1
site  you were operated on:,1
dictation as follows:,1
CARDIAC ENZYME:,1
PHENYTOIN:,1
Other PMHX:,1
HOSPITAL COURSE IN THE SURGICAL INTENSIVE CARE UNIT:,1
filled at CVS recently:,1
He was Pan Cx:,1
prior:,1
Medicine floor physical:,1
Medications started while in the hospital include:,1
Medications we stopped in the hospital:,1
Medication we changed while in the hospital:,1
OSH pertient results:,1
CT Scan Pelvis and Abdomen:,1
aureus with following sensitivites:,1
MEDS FROM MICU TRANSFER:,1
Exam on Tranfer to General Medicine Floor:,1
Additional LABS :,1
ADDITIONAL IMAGING and CARDIAC REPORTS :,1
Lactated Ringers solution:,1
ANEMIA AND IRON STUDIES:,1
Her hospital course for this admission is as follows:,1
Recently stopped:,1
PATHOLOGY from lesion:,1
ONCOLOGICAL HISTORY:,1
Appointments already scheduled:,1
Other past surgical history:,1
MEDS at time of transfer:,1
Current meds in MICU:,1
to followup with these appointments:,1
INCOMING MEDICATIONS:,1
hospital course at the time of this dictation:,1
may call to reschedule if this time does not work for you:,1
You have the following important appointments:,1
Please follow up with these scheduled appointments:,1
ekg:,1
FLOOR Course:,1
appointment for four weeks from the time of discharge:,1
mass that was found during this admission:,1
Subcutaneous four times a day as needed for per siding scale:,1
The following is his course on the floor:,1
LABS ON ADMISSION to MICU:,1
LABS ON ADMISSION TO FLOOR:,1
medications will be:,1
Pending tests at discharge:,1
Problem Based Hospital Course:,1
Rapamycin Levels:,1
summary of her hospital course by systems is as follows:,1
PSYCH:,1
occured t mark the hospital course:,1
Embolization Report:,1
MEDICATIONS ON TRANSFER from outside hospital:,1
You also have the following apointments coming up:,1
A summary of his pertinent hospital course by system follows:,1
Meds at the time of transfer:,1
on arrival:,1
Pending Studies at the time of discharge:,1
CT abd non contrast:,1
CT pelvis non contrast:,1
Gynecologic History:,1
NP:,1
The Following medications were STARTED during this admission:,1
Nephrologist:,1
Please keep all follow up appointments:,1
Summary of Past Oncologic Treatment:,1
ACTIVE ISSUUES:,1
Pregnancy review:,1
patient was noted as:,1
Conventional angiogram:,1
Fax Discharge Summary to:,1
You will need to continue to take the following medications:,1
Listed as new meds:,1
Original CXR:,1
appointment scheduled:,1
voice:,1
made you appointments to follow up with these services:,1
Pending labs at the time of discharge:,1
Also note following appointment:,1
EXAMINATION ON ARRIVAL TO THE NEUROLOGY FLOOR:,1
following danger signs:,1
CT T spine:,1
Labs on Callout:,1
MULTIPLANAR REFORMATS:,1
CT LUNG BASES:,1
CT OF ABDOMEN AND PELVIS:,1
service complicated by:,1
Recent testing has included:,1
summarizes her hospital course by system:,1
You will start taking the following medications:,1
Please note thes following medication changes:,1
Date of Discharge:,1
by wound care who recommended:,1
GI doctor:,1
This HPI is obtained through records from OSH and daughter:,1
has recommended:,1
was performed:,1
Injuries included:,1
STOP THE FOLLOWING MEDICATIONS:,1
START THE FOLLOWING NEW MEDICATIONS:,1
 MEDICATIONS:,1
Last several Coumadin doses and INR:,1
the ER should you experience any of the following:,1
speech and swallow recs were:,1
Coagulation studies on discharge:,1
positive for the following:,1
ABDOMEN CT WITHOUT AND WITH CONTRAST:,1
medication of Lasix and potassium:,1
CDISCHARGE DIAGNOSIS:,1
Positive:,1
CULTURES with no growth to date:,1
Blood tests:,1
You may continue your home medications of:,1
study showing:,1
PRIMARY ISSUES ON DISCHARGE:,1
clinic at the time below:,1
Language:,1
At the time of discharge from the floor:,1
Related Abstract:,1
Echo :,1
IMPORTANT STUDIES:,1
Your prednisone taper is as follows:,1
Changes to your prior medications:,1
The four extremity blood pressures are as follows:,1
OSH diagnostics:,1
Labs on discharge and pertinent admission labs:,1
TEE Conclusions :,1
You should:,1
Transplant Workup:,1
You have the following appointment wiht thoracic surgery:,1
ESOPHAGEAL SCREENING:,1
load:,1
THE FOLLOWING CHANGES HAVE BEEN MADE TO YOUR MEDICATIONS:,1
Medications that were changed during this admission are:,1
We are making the following changes to your medication list:,1
Weight at discharge:,1
abnormal laboratory tests:,1
time he had:,1
Physical Exam on ICU Transfer:,1
Physical Exam on Return to Floor:,1
the following warning signs:,1
Repeat CBCs:,1
Repeat labs with blood product resuscitation:,1
INTERMENT HISTORY:,1
following criteria:,1
Plastics and Vascular surgery were all consulted:,1
CT L spine:,1
PGYNH:,1
Imaging from outside hospital includes ct abdomen and pelvis:,1
  Neurological:,1
LANGUAGE:,1
SUBSTANCE ABUSE:,1
CERVICAL MRI:,1
You were started on several new medications:,1
The address and phone number of the HD unit is:,1
Secondary disgnosis:,1
if you so desire:,1
Oustanding issues:,1
find a provider closer to your home or your preference:,1
Examination on Discharge:,1
You will require WEEKLY blood work to evaluate:,1
On transfer to medicine:,1
Coagulation Profiles:,1
Transaminases:,1
Prior home medications:,1
We are making the following changes to your medications:,1
Below is progress note from day of discharge:,1
PE before call out to floor:,1
Please follow up in regards to the following issues:,1
  Cognition:,1
Neuropsychiatric Examination:,1
The following prescribed:,1
medications and your pending vitamin D level at this visit:,1
perforation:,1
RIGHT FOOT THREE VIEWS:,1
Bilateral Lower Extremtiy Ultrasound:,1
labs at admit:,1
The cath showed:,1
Discharge :,1
Vessels:,1
His hospitalization by systems:,1
Laboratory and Imaging Data:,1
Left foot xrays:,1
Right humerus:,1
follow these discharge instructions:,1
You sustained some injuries to your head and brain:,1
LEUS:,1
accompanied the patient indicating the following injuries:,1
INJURIES PER OUTSIDE records:,1
FOLLOWING CHANGES WERE MADE TO YOUR MEDICATIONS:,1
Daptomycin Allergy:,1
 CHANGED:,1
ICD site care:,1
been recommended:,1
On Dischage:,1
J tube care:,1
Signs and symptoms of chronic intestinal ischemia can include:,1
previous meds in OSH:,1
Her issues include:,1
You are being discharged on several new medications:,1
MODIFIABLE RISK FACTORS:,1
Modifiable risk factors:,1
which time he had:,1
Hepatocellular Ca:,1
Their address is :,1
Cardiology Reports:,1
LFTs at OSH:,1
HOSPITAL COURSE BY SYSTEMS WITH PERTINENT LABORATORY DATA:,1
Physical Exam On Transfer:,1
appointment as below:,1
with sphincterotomy:,1
INDICATION FOR ADMISSION:,1
ia:,1
see your PCP:,1
STUDIES FROM OSH:,1
Physical Exam on DC:,1
Meds on transfer from ICU to medical floor:,1
they would discuss it further and come up with a decision re:,1
Discharge and other labs:,1
UA negative on admission:,1
Repeat UA contaminated:,1
resident if you experience the following:,1
The following changes were made your medications:,1
 Personal Care:,1
  INTERVENTION INFORMATION:,1
emergency if you experience the following:,1
Your restrictions upon discharge:,1
Final labs prior to expiration:,1
For pain control:,1
Physical examination on discharge:,1
are being discharged with the following instructions:,1
Medications OSH:,1
Repeat Echo few days later:,1
following procedure:,1
emergently taken to the OR for the following procedure:,1
by calling one of the following phone number:,1
by calling one of the following phone numbers:,1
STUDIES PENDING AT TIME OF DISCHARGE:,1
MRI Brain from OSH:,1
The following changes were made to your medicatons:,1
Non selective angiography revealed:,1
TRAUMA TORSO:,1
Please follow up:,1
Head CT on admit:,1
LOWER EXTREMITY EDEMA:,1
The following appointment was previously scheduled for you:,1
OLD MEDICATIONS TO CONTINUE:,1
laboratory:,1
LEFT ELBOW:,1
LEFT WRIST:,1
Injures:,1
Neurosurgery was consulted they recommended:,1
Endoscopy histories:,1
Please call your doctor if you notice any of the follwing:,1
treated  Crohns disease:,1
FLOOR TRANSFER EXAM:,1
Discharge Exam Labs:,1
Additional meds found at home:,1
INFECTIOUS DISEASE FOLLOW UP:,1
Exam in MICU:,1
COMPLETE BLOOD COUNT:,1
concerns:,1
resolved with the following recommendations:,1
MRA TORSO:,1
remainder of his course is described below by relevant systems:,1
IR Biliary dilatation:,1
Per Radiology service note:,1
On day of transition of care to comfort measures:,1
In the emergency department her presenting vital signs were:,1
was developed:,1
to you but a brief outline is as follows:,1
of this year:,1
Neurological exam by neurology resident:,1
Items Needed for Home Use:,1
Wound Dressing:,1
Warnings:,1
On transfer to medicine service:,1
Please make note of the following changes to your medication:,1
Management of drain:,1
The following medications were added to your list:,1
Renal scan:,1
We changed some of your medications and started some new ones:,1
You are scheduled to see:,1
the peripheral tumor components:,1
Renal Doppler US:,1
Medications were changed as follows:,1
CT on admission:,1
main events to her hospital course are summarized below:,1
ERCP Reports:,1
the following changes were made to your medical regimen:,1
Please continue to take your previous medications as prescribed:,1
problem is described below:,1
will be on the following new medicines:,1
Recommended outpatient followup:,1
Timeline:,1
Lyme:,1
SERUM:,1
Last Full Labs:,1
Pleural Fluid Immunophenotyping:,1
anemia and brain problems:,1
ICU events:,1
Upon discharge his neuro exam was as follows:,1
ultimately better controlled on the following regimen:,1
Recent abx:,1
When:,1
Malleolar Size:,1
prior to OSH admission:,1
DISCHARGE EXAMS:,1
DRAIN FLUID:,1
LUMBAR PUNCTURE:,1
WOUND SAMPLE:,1
IMAGING REPORTS:,1
SINUSITIS:,1
The patient had the following INRs:,1
Bone marrow Biopsy:,1
Resp viral cxs:,1
MICROBIOLGY:,1
Spirometry Trends:,1
DLCO and Lung Volume Trends:,1
Technician Notes:,1
please call to schedule appointments with:,1
Notable components of exam on discharge:,1
Admission CBC:,1
Admission Coags:,1
Please see the following specialist for your stomach bleed:,1
You also have follow up with the following:,1
Endoscopy Report:,1
current culture data:,1
Other appointments listed below:,1
HOSPITAL:,1
prn meds:,1
Additional discharge instructions include:,1
Results follow:,1
Please continue your medications with the following changes:,1
details listed below:,1
OTHER KEY LABS:,1
was already improving when an ABG was drawn that returned:,1
Right Elbow Plain Film:,1
infectious disease clinic:,1
Upon transfer back to Oncology Medicine after spine surgery:,1
CT pelvis ortho without contrast:,1
schedule below:,1
The following changes were added to your medications:,1
instructed to continue chest PT with:,1
The following changes to your home medications:,1
RESOLVED PROBLEMS:,1
Return to the ER or talk to your doctor at rehab if:,1
other medication changes:,1
DES:,1
Please note that the following medications have changed:,1
The new medications started in the hospital include:,1
CSF Data:,1
and viral load of:,1
Tumor configuration:,1
LE Ultrasound:,1
CHEST CT IMPRESSION:,1
Neurological exam at time of discharge remarkable for:,1
Medicatin changes:,1
When you are able to obtain insurance through Mass Health:,1
SERUM BK DNA PCR:,1
URINE BK DNA PCR:,1
Please have the results of your INR lab checks faxed to Attn:,1
Also see the danger signs below:,1
Acute:,1
CT OF THE PELVIS WITHOUT INTRAVENOUS OR ORAL CONTRAST:,1
You should also remember to:,1
Please fax or call results to PCP:,1
decrease nasuea and improve breathing:,1
On transfer from neurosurgery:,1
We made oone change to your medications:,1
The following information is regarding your brain injury:,1
described here:,1
In addition to your regular medications:,1
below for your appointment details:,1
 Vitals on transfer were:,1
MRSA Screens:,1
His hospital course summarized by system:,1
Pertinent Data:,1
rehabilitation facility with the following instructions:,1
Please call to schedule appointments :,1
Swallow instructions:,1
Active problems:,1
Meds on hold at transfer aka all home meds:,1
oversaw your care during this admission:,1
No significant changes except:,1
PROCEDURE PERFORMED AT:,1
Secondary diagnoses this admission:,1
Exam on transfer to Psych:,1
Echo this admission:,1
Historical info:,1
ESOPHAGEAL BIOPSY:,1
Please STOP the following medication after discharge:,1
Left UE ultrasound:,1
Bilateral LE ultrasound:,1
Right and Left sided Cardiac Cath:,1
The rest of her medical problems are enumerated below:,1
for your right hand:,1
You sustained rib fractures:,1
on while at rehab:,1
PREVENTATIVE:,1
Pertinent Discharge Results:,1
Meds on transfer from CCU:,1
Hand Exam:,1
Initial Physical Exam:,1
ACUTE EVENT:,1
initially brought to the trauma ICU where his injuries included:,1
Basic Metabolic Panel:,1
participates on command with most of strength exam as follows:,1
THORACIC SPINE MR:,1
LV WALL MOTION:,1
You have an appointment with Cardiology:,1
Recent medical history during this hospitalization:,1
LABS ON TRANSFER TO MICU:,1
KEY EVENTS:,1
From ICU:,1
Exam on Dishcarge:,1
course was very complicated by:,1
PEx when discharge from ICU:,1
Labs on discharge from ICU:,1
course will be reviewed by system:,1
Pending on discharge:,1
Please follow up with your physician at the appt below:,1
angiography was performed which demonstrated:,1
that showed:,1
Detailed Hospital Course:,1
CTA torso:,1
Blood Serology:,1
intensive care unit where her issues were as follows:,1
Medication on MICU transfer:,1
Left LE:,1
or call your physician:,1
Arterial duplex scan:,1
Venous duplex scan:,1
Cardiology results:,1
Cardiac catheterisation:,1
Over hospitalization:,1
EP Study with Ventriculat Tachycardia Ablation:,1
ICD Placement:,1
ICD Therapies were programmed as follows:,1
Liver core biopsy:,1
PASSY MUIR VALVE:,1
performed which showed normal renal arteries:,1
 Subcutaneous four times a day:,1
Call PCP and return to ER with any of the following symptoms:,1
BRAIN NUCLEAR PERFUSION STUDY:,1
CSF Results:,1
Corpus tissue:,1
Admission CXR IMPRESSION:,1
Four lymph nodes:,1
PHYSICAL EXAMINATION UPON ADMISSION TO HOSPITAL:,1
Admission UA:,1
Repeat UA:,1
Troponin Trend:,1
Other med hx:,1
Previous motor IN ED:,1
To treat blood pressure as well as aid heart remodeling:,1
hospital course was notable for:,1
Plus Outpatient:,1
OTHER MICRO:,1
Please also attend the following appointments:,1
orthopedists are listed below:,1
First Catheterization:,1
TTE after first catheterization:,1
Second Cardiac Catheterization:,1
HOSPITAL STAY BY SYSTEMS DURING THIS INTERIM PERIOD:,1
His hospital course by systems during this interim time:,1
Past Onc Hx:,1
One lymph node:,1
You were started on the following new medication:,1
Caloric additives:,1
RECENT HISTORY PER MICU NOTE:,1
Retrun to the hospital if you experience:,1
CT BRAIN at presentation:,1
Postnatal course by systems:,1
Brief floor course:,1
Knee XRay:,1
Shoulder XRay:,1
Shoulder MRI:,1
Patient should have the follow labs checked daily:,1
Relook cardiac cath:,1
weeks by calling:,1
Please see operative report for details in summary he had:,1
CHF WORKUP LABS:,1
medications of:,1
CAPD:,1
Take all medications as directed:,1
SIGNIFICANT STUDIES:,1
Total microbiological workup revealed negative for:,1
CT L spine and T spine:,1
OUTSIDE MEDICATIONS:,1
HOSPITAL MEDICATIONS:,1
SUMMARY OF RECENT HOSPITAL COURSE BY SYSTEMS:,1
PENDING LAB RESULTS:,1
Tube feed recommendations:,1
OTHER ACTIVE ISSUES:,1
CAR SEAT POSITION:,1
CTA abdomen pelvis:,1
Mesenteric Angiogram:,1
was transferred to the floor:,1
Other Notable Laboratory Studies:,1
Serum Osmolality Levels:,1
Pericardial Fluid Cytology:,1
HOSPITAL COURSE AT THE TIME OF THIS INTERIM DICTATION:,1
From OSH ED:,1
MEDICATION CHANGE:,1
More recent exam:,1
avoid the following foods:,1
Review of outside hospital records revealed:,1
this happens use the following strategies:,1
The Following medication was STARTED:,1
PRIOR RHEUMATOLOGIC HISTORY:,1
ankle:,1
Detailed MICU Course:,1
Detailed Rheumatologic History:,1
GJ tube placement:,1
TBBX:,1
sliding scale sliding scale Subcutaneous four times a day:,1
your biliary stent:,1
MR L spine :,1
repleted with the following sliding scale:,1
Magnesium should be repleted with the following scale:,1
Neurology was consulted and recommended the following:,1
An Infectious disease consult was obtained which recommended:,1
CT OF THE CHEST AND TRACHEA WITHOUT INTRAVENOUS CONTRAST:,1
The following changes has been made to your medications:,1
  PROCEDURE AND FINDINGS:,1
Hospital course outlined by problem below:,1
evidence of pancreatitis and other possibilities included:,1
Pt reports having and taking the following meds at home:,1
Admitted to the MICU:,1
Initial exam after aforementioned event:,1
TROPONINS:,1
You have the following prescheduled appointments:,1
Incidental Chemsitries:,1
Right lower lobe biopsy:,1
Some common reasons for needing anticoagulation are:,1
these important instructions when taking your warfarin:,1
PORTABLE SUPINE FRONTAL RADIOGRAPH:,1
PRENATAL COURSE SIGNIFICANT FOR THE FOLLOWING:,1
MEDICATIONS AT TIME OF CARDIAC CATHETERIZATION:,1
Past Psych hx:,1
the following appointment:,1
Elecrophysiology:,1
CK trends:,1
etiologies that were contributing to his respiratory failure:,1
recommend are:,1
Plastics:,1
creatinine:,1
TRANSFER MEDICATIONS FROM THE ICU:,1
MOST RECENT LAB RESULTS:,1
AM Cortisol:,1
INTERIM DIAGNOSIS:,1
he has received prescriptions are:,1
FOLLOWUP MEDICATIONS:,1
when your kidney function returns to normal:,1
PE on txf from MICU:,1
appointment is listed below:,1
You also have the following other appointments listed below:,1
Carotid duplex ultrasound:,1
showing:,1
Some examples of bleeding could be:,1
course will be summarized by systems as follows:,1
  Hospital course:,1
EGD gastric antrum Bx at OSH:,1
Outpt Meds:,1
The results are as follows:,1
Follow up appointments scheduled and recommended with:,1
of prematurity including:,1
transferred to the CCU:,1
ERCP REPORT:,1
ROS presently:,1
vs:,1
REport follows:,1
To prevent recurrent urinary tract infections:,1
ADMITTING TEAM ACCEPT NOTE:,1
taking with the following changes:,1
NEXT DAY PHYSICAL EXMA:,1
is summarized as follows:,1
Recommend immunization:,1
Car seat test:,1
Schedule as follows:,1
Please forward a copy of this summary to:,1
On ROS:,1
Meds currently on in MICU:,1
You should take the followng medication every day:,1
difficulties with relationship between son and patient re:,1
Scalp Laceration Follow Up:,1
Admission KUB:,1
The following appointment has already been scheduled:,1
Patient is being discharged on the following medications:,1
Hospital Acquired Pneumonia:,1
Pancytopenia:,1
BPH:,1
Her current issues are as follows:,1
Left Heart:,1
Admission CTA Chest:,1
Pertinent Hematology:,1
problems develop:,1
CSF culture:,1
endocrine:,1
transjugular biopsy:,1
cultures were noted:,1
HOSPITAL COURSE BY SYMPTOMS:,1
pediatrician:,1
Call your doctor or go to the ER for:,1
SUMMARY OF HOSPITAL COURSE BY SYSTEM DURING THIS INTERIM:,1
PHYSICAL EXAMINATION ON PRESENTATION TO THE OPERATING ROOM:,1
Flagyl:,1
EXAM UPON TRANSFER FROM ICU TO FLOOR:,1
    The graft data is the following:,1
An appointment has been made for you:,1
RESULTS REPORTED AFTER DISCHARGE:,1
Pathology results:,1
MR Cervical spine:,1
CAROTID STUDY:,1
COGNITIVE STATUS EXAM:,1
Labs at time of Expiration:,1
CT aABDOMEN WITHOUT CONTRAST:,1
Significant labs during hospital course:,1
Neonatal Intensive Care Unit and the findings include:,1
using Humalog insulin:,1
surveys and imaging the following injuries were noted:,1
Xray arm:,1
Start the following new medications:,1
important:,1
We made the following changes to your home medications list:,1
Antimicrobial History:,1
Liver functions trend:,1
Medicaiton changes:,1
Preop labs:,1
STOP THESE:,1
Medicine Floor Hospital Course:,1
START THESE:,1
Wbc trend:,1
Na trend:,1
Electrolytes at discharge:,1
LFTs at discharge:,1
History is detailed below by problem:,1
Immunization recommendations:,1
Past Studies:,1
ULTRASOUND ABDOMEN WITH DUPLEX:,1
The following adjustments were made to your medications:,1
please call for appointments with:,1
Initial vitals in the ED:,1
Physical exam on medicine floor:,1
You have had the following changes to your medications:,1
You also have an appointment with your oncologist as below:,1
Platelet levels:,1
Lab results at discharge:,1
There are some changes in your medications:,1
Distal jejunum:,1
Significant labs during hospitalization:,1
MRV Chest:,1
PHYSICAL EXAM ON ADMISSION TO CCU:,1
CSF Fluid Analysis:,1
Please make the following chages to your medications:,1
Tobacco Cessation information:,1
Per Neurosurgery:,1
immediately if you experience:,1
CATHETER TIP:,1
MRSA SCREENS:,1
FEK:,1
included them here as a reminder:,1
Please call and fax results to primary care provider:,1
Please follow up with :,1
OB History:,1
Labs on transfer to MICU:,1
Dishcharge Instructions:,1
Hospital course on medicine service:,1
This are the neurosurgery recs:,1
Video swallowgram:,1
MERCI clot retrival Radiology notes:,1
Please start taking:,1
Please also keep the following appointment:,1
Here prior hospitalization was notable for the following:,1
Blooc Culture:,1
MEDICATION RECOMMENDATIONS:,1
Primary Care Physican:,1
Here are some interventions and recommendations:,1
Admsiion Labs:,1
HEPARIN INDUCED THROMBOCYTOPENIA WORKUP:,1
Transitioning to Oral Anticoagulation Guidelines for Rehab:,1
CORONARY ANGIOGRAPHIC FINDINGS:,1
PERIPHERAL ANGIOGRAPHIC FINDINGS:,1
CHANGES IN YOUR MEDICATIONS:,1
your feeding tube:,1
specific medical problems outlined below:,1
Please discontinue the following medications after discharge:,1
following time and place:,1
further evaluation:,1
Feeding tube:,1
NJURIES:,1
General Surgery Course:,1
If fingerstick:,1
Intact FTN and HTS:,1
Examination at time of discharge was notable for:,1
You Medication changes are:,1
Medicine wards course:,1
Psychiatric Follow Up:,1
RADIOLOGY SUMMARY:,1
Cipro:,1
ABD MRI:,1
Also you have follow up with oncology:,1
Hyperkalemia:,1
SOB:,1
CMML:,1
Additional detail on active issues by system as follows:,1
Initial Lab Results from admission:,1
RISS:,1
Prior to TBI:,1
INTENSIVE CARE UNIT COURSE:,1
EtoH Abuse:,1
The following CHANGES were made to your antibiotic regimen:,1
four times a day:,1
Initial VS:,1
VS at time of transfer:,1
stated that you were no longer taking them:,1
that we have scheduled for you:,1
Other appointments in our system:,1
His CT scan on admission showed:,1
Shoulder Pain:,1
CT demonstrated the following:,1
Cardiac Perfusion Study:,1
on your recently diagnosed iliac artery aneurysm:,1
your Echocardiogram:,1
IMMUNIZATIONS ALSO RECOMMENDED:,1
CTA was then performed finding:,1
scale HISS below:,1
Pregnancy notable for:,1
Bladder ultrasound:,1
Anesth:,1
You should make sure to note the following medication changes:,1
MEDICATIONS UPON CARDIAC EVALUATION:,1
MICU Addendum:,1
Preliminary biopsy results were obtained and were as follows:,1
care by problem was as follows:,1
Hepatic Encephalopathy:,1
compensation with labs:,1
Renal Failure:,1
MEDS ON TRANSFER FROM ME:,1
Further issues:,1
event:,1
Appointments scheduled prior to this hospitalization:,1
BRAIN Bx RESULTS:,1
hopsital stay:,1
for details:,1
Endoscopy Appointment:,1
AT Discharge:,1
NEWBORN INTENSIVE CARE UNIT COURSE BY SYSTEMS:,1
Active Issues for her hospitalization include:,1
OR:,1
Labs prior to DC:,1
Prenatal course significant for the following:,1
Infant was admitted to the NICU:,1
   following:,1
OP Medications:,1
Upper endoscopy:,1
Fam Hx:,1
PHYSCIAL EXAM:,1
Other radiology:,1
Issues upon transfer to the floor:,1
have the following pertinent events documented:,1
Hemo:,1
Catheterization COMMENTS:,1
DETAILED COURSE BY SYSTEM:,1
Before you see him you will need to have two tests:,1
Brief hospital course is divided by problem:,1
AT BILE DUCT:,1
Preliminary:,1
OTHER DETAILS:,1
HOSPITAL COURSE BY SYSTEMS SINCE LAST DICTATION:,1
brief summary of his hospital course is as follows:,1
Ct leg:,1
Her issues are summarized by issue below:,1
Cardiac info:,1
enzymes:,1
MEDICAL FLOOR HOSPITAL COURSE:,1
INTERVAL DATA:,1
issues addressed on this admission:,1
RADIOGRAPHIC FINDINGS OF NOTE:,1
MEDICATIONS ON TRANSFER FROM THE CT SURGERY SERVICE:,1
Other testing:,1
Patient underwent initial IR procedure which demonstrated:,1
PHYSICAL EXAMINATION ON ARRIVAL:,1
After transfer to the floor the following issues were addressed:,1
Secondary Diagonses:,1
MAJOR SURGICAL INTERVENTION AND PROCEDURES PERFORMED:,1
CARE AND RECOMMENDATIONS ON TRANSFER:,1
FOLLOW UP FOR THIS INFANT INCLUDES:,1
CULTURE RESULTS:,1
On transfer from osh:,1
Thoracic Clinic:,1
Pelvic fractures:,1
Regarding your liver injury:,1
START Prednisone taper as directed:,1
Following medication changes were made to your medical regimen:,1
Postop Esophageal Study:,1
Bilateral upper extremitiy ultrasound:,1
Thyroid ultrasound:,1
Department if:,1
Temperature:,1
Important Radiology findings:,1
course will by systems:,1
Laboratory data on transfer to floor:,1
course as dictated per the ACS resident:,1
located at:,1
Leg Edema:,1
Assessment of aortic valve demonstrate the following parameters:,1
RUQ pain:,1
Hypertensive heart disease:,1
Incidental:,1
Hospital course by problem list:,1
PHYSICAL EXAMINATION UPON PRONOUNCIATION OF DEATH:,1
Regarding your head injury:,1
Additional hx obtained from witness:,1
The following changes were made to her medication list:,1
VNA Drain Care Rx:,1
but not all questions:,1
The following are recommendations from Neurosurgery:,1
but may be old:,1
Please make all appointments as scheduled and recommended:,1
Neurosurgical Instructions:,1
The following are new medications that you should start taking:,1
patients ICU admission follow:,1
abdomen and perianal area for signs of infection including:,1
brief hospital course was notable for:,1
documentation he has:,1
only took multivitamins and folate:,1
INRs:,1
We STOPPED one of your medications:,1
Traumatic brain injury:,1
Vancomycin on discharge:,1
RHCath and Pericardiocentesis:,1
Your medications have been changed and are as follows:,1
Please call to schedule appointments for providers listed below:,1
IF YOU HAVE ANY TROUBLE GETTING A DOCTOR OR A BLOOD TEST CALL:,1
ADMISSION IMAGING:,1
Course by system:,1
CT ABDOMEN WITHOUT CONTRAST:,1
Please follow the following general seizure safety guidelines:,1
Stop:,1
INTERNAL MEDICINE INSTRUCTIONS:,1
Post operative CT:,1
MRI post operatively:,1
PLEASE BE AWARE OF THE FOLLOWING DIRECTIONS:,1
You have a wound check appointment with neurosurgery:,1
CSF Fluid Data :,1
Neurological Exam per NSURG Eval:,1
Instructions for your facial fracture repairs:,1
continued to decrease and creatinine continued to increase:,1
DURING ADMISSION:,1
in your area:,1
Microscopic Description:,1
Summary of systems as they are now:,1
You should take the following medicines at home every day:,1
Your infectious disease  followup appointment:,1
CT Neck on admission:,1
Interval significant labs:,1
OUTSIDE HOSPITAL IMAGES:,1
Start:,1
Medications at home prior to EMU admission:,1
Scheduled Studies:,1
Return to the emergency room if you experience the following:,1
Transition of Care Issues:,1
Please follow up with AV care within the next month:,1
endoscopy:,1
Please follow these instructions to aid in your recovery:,1
Drain Instructions:,1
Unilateral Right Upper Extremity ultrasound:,1
Unilateral Left Lower Extremity:,1
LABS Upon discharge:,1
RIGHT BRONCH INTERMEDIUS BX:,1
OTHER TESTS:,1
In regards to your hand:,1
Medical Floor Hospital Course:,1
medicaitons:,1
BRAIN IMAGING:,1
Medications added on this admission:,1
LBORATORY:,1
Medication chagnes:,1
Bil Lower Ext Ultrasound:,1
restricted in activities upon discharge:,1
Extensive evaluation for other organic process was unrevealing:,1
EXTREMELY IMPORTANT that you keep all of these appointments:,1
Medications at Home :,1
CARDIOLOGY FOLLOW UP:,1
medical issues include:,1
floor once transferred:,1
Secondary Procedure:,1
We discontinued the following of your psych meds:,1
To treat infection:,1
To prevent damage to your kidneys:,1
KIDNEY DOCTOR:,1
SKIN DOCTOR:,1
Elementals:,1
your wound:,1
In general:,1
Post op instructions from our surgeons:,1
These dressings include:,1
hospital stay which should be continued at rehab:,1
were titrated up to the follow:,1
Please take the medications:,1
Adrenal insufficiency:,1
Issues by System:,1
Please follow up with Neurology:,1
You also have the following appointments in our system:,1
care during this admission:,1
Left portal vein thrombus:,1
for discharge with the following instructions:,1
Chemistry Panel on Discharge:,1
Skin Care:,1
Gyn Oncology:,1
IR REPORT:,1
Managing Provider:,1
Recent Labs Prior to Discharge:,1
CURRENT TRANSFER MEDICATIONS:,1
Subcutaneous As directed per Humalog Insulin Sliding Scale:,1
GI Bleeding Study:,1
We have made the following changes in your medicines:,1
Continue the following medications as previously:,1
